code,name,category,Annual,nYear,Price,52w low,52w high,NTA,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
0082,GREEN PACKET BERHAD,Telecommunications & Media,2018-12-01,10,1.21,0.31,1.27,0.29,-26.0,-4.67,-3.86,0.0,0.0,-16.1,-35.33,0.97,1.49,-13.0,-15.75,8.22,-3.76,-1.86,0.0,0.0,0.0,0.0,-22.33,0.08,-16.19,-22.33,1.68,0.0,0.0,1.68,0.0,0,0,0,2+3+7+8+9+10,1+2+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,1+6+7+8+9+10,99,399,0.38,-0.08,0,-47
0059,ECOBUILT HOLDINGS BERHAD,Telecommunications & Media,2019-05-01,10,0.16,0.075,0.235,0.3537,22.0,0.72,4.5,0.0,0.0,2.04,3.65,0.02,0.03,12.78,-25.0,20.0,-2.5,6.96,4.75,-23.82,-22.47,4.75,9.84,6.33,9.5,9.84,1.0,0.91,1.52,1.0,0.0,0,0,0,1+3+6+9+10,2,1+2+4+5+6+9+10,1+2+10,16,62,0.01,0.02,0,-23
9393,INDUSTRONICS BERHAD,Technology,2018-12-01,9,0.07,0.03,0.13,0.11,-4.0,-1.69,-24.14,0.0,0.0,-15.36,-17.74,0.0,0.0,-23.63,-31.75,10.0,-10.88,-4.75,0.0,0.0,0.0,0.0,-48.99,-61.12,-82.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+9,1+2+3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+9,53,38,-0.04,-0.03,-1,0
9377,FSBM HOLDINGS BERHAD,Technology,2018-06-01,10,0.1,0.03,0.1,0.04,-31.0,-0.32,-3.2,0.0,0.0,-8.0,-11.08,0.0,0.0,-149.5,-4.75,-0.57,-2.66,-2.44,0.0,0.0,0.0,0.0,-60.71,-14.22,-24.38,-60.71,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,52,1,-0.17,0.0,-16,0
9334,KESM INDUSTRIES BERHAD,Technology,2019-07-01,10,7.93,5.0,12.0,8.4023,36.0,22.21,2.8,9.0,1.13,2.64,1.75,0.03,0.04,6.16,7.57,54.86,31.22,17.37,0.0,-41.06,-10.41,-4.32,7.82,4.58,6.78,7.82,1.07,0.86,0.75,1.07,14.61,1,0,1,1+8,+,1+2+8,+,226,307,0.27,0.14,44,88
9075,THETA EDGE BERHAD,Technology,2018-12-01,10,0.4,0.16,0.58,0.65,238.0,0.17,0.42,0.0,0.0,0.26,-2.34,0.0,0.0,8.82,-43.0,26.5,-8.25,-0.23,0.0,0.0,0.0,0.0,20.75,1.93,-2.37,20.75,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+8+10,1+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+5+7+8+9+10,76,70,2.9,-0.01,-13,21
9008,OMESTI BERHAD,Technology,2019-03-01,9,0.595,0.32,0.715,0.3485,12.0,4.94,8.3,0.0,0.0,14.18,-12.35,0.04,0.07,-6.21,-18.0,10.0,-4.0,-7.48,0.0,0.0,0.0,0.0,-13.91,-26.43,-18.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+8+9,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,1+2+4+5+8,311,253,-0.09,-0.04,15,-10
8338,DATAPREP HOLDINGS BHD,Technology,2019-03-01,10,0.165,0.06,0.28,0.04,-6.0,-2.55,-15.45,0.0,0.0,-63.75,-56.22,0.03,0.01,-10.49,-56.5,20.5,-18.0,-17.39,0.0,0.0,0.0,0.0,-5.2,-5.3,-4.48,-5.2,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+7+8+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,45,35,-0.02,-0.03,-5,-5
7204,D&O GREEN TECHNOLOGIES BERHAD,Technology,2019-12-01,9,0.69,0.43,0.925,0.3178,22.0,3.1,4.49,1.0,1.45,9.75,31.5,0.29,0.29,-1.26,-14.0,42.5,14.25,26.01,2.0,27.43,99.47,2.0,0.91,3.08,3.06,0.0,0.44,1.31,0.78,0.0,10.36,0,0,0,4+9,7+8+9,1+5+7+8+9,5+9,171,504,0.0,0.02,-1,51
7160,PENTAMASTER CORPORATION BERHAD,Technology,2019-12-01,10,4.43,2.37,5.58,0.9547,26.0,16.9,3.81,0.0,0.0,17.7,20.95,0.01,0.01,5.88,-4.5,37.88,16.69,23.72,44.56,44.56,75.54,0.0,0.85,3.58,3.87,0.85,0.0,0.0,0.0,0.0,0.0,0,0,0,8+9,8+10,7+8+9+10,8+9,84,490,-0.06,0.17,16,139
7022,GLOBETRONICS TECHNOLOGY BERHAD,Technology,2018-12-01,10,1.96,1.29,2.4530000000000003,0.44,29.0,6.68,3.41,7.44,3.8,15.18,24.07,0.0,0.01,14.82,16.8,165.0,90.9,50.02,5.23,-1.14,5.23,11.42,2.9,2.97,2.72,2.9,1.55,1.15,1.04,1.55,47.03,1,0,1,3+4+8+10,+,3+8+10,+,217,327,0.03,0.1,43,116
5216,DATASONIC GROUP BERHAD,Technology,2019-03-01,10,1.24,0.43,1.69,0.2106,28.0,4.42,3.56,2.5,2.02,20.99,13.77,0.22,0.3,23.46,0.0,202.0,101.0,41.65,1.58,-16.59,1.58,0.0,3.71,5.16,4.92,0.0,2.44,4.63,3.42,0.0,30.9,1,0,0,1+2+4+9+10,+,1+3+4+8+9+10,+,28,220,0.01,0.03,0,67
5204,PRESTARIANG BERHAD,Technology,2017-12-01,8,0.3,0.1,0.545,0.2085,-5.0,-5.98,-19.93,0.0,0.0,-28.68,11.2,0.25,0.13,22.56,18.0,54.0,36.0,36.42,0.0,-4.8,-14.93,0.0,2.72,1.49,1.96,0.0,2.5,4.02,3.3,0.0,0.0,1,0,0,4+6+8,+,2+3+4+8,+,59,220,0.04,0.0,10,-7
5195,CENSOF HOLDINGS BERHAD,Technology,2019-03-01,9,0.11,0.035,0.15,0.2609,-274.0,-0.04,-0.36,0.0,0.0,-0.15,0.53,0.12,0.12,13.49,-10.75,43.5,16.38,9.75,0.0,0.0,-37.76,0.0,1.67,-0.98,-2.44,0.0,0.29,0.0,0.0,0.0,9.74,0,0,1,1+2+3+9,2+4,1+2+3+4+5+6+7+9,,26,63,0.04,0.0,10,16
5162,VSTECS BERHAD,Technology,2018-12-01,10,1.24,0.7,1.67,1.71,8.0,16.44,13.26,5.5,4.44,9.61,8.78,0.0,0.0,1.9,4.88,10.29,7.58,7.33,0.0,-8.7,-1.67,0.0,14.38,12.74,12.27,14.38,3.76,4.88,4.56,3.76,26.53,1,0,0,1+3+8+9+10,+,1+2+3+6+7+8+9+10,+,1346,1632,0.17,0.14,19,17
5161,JCY INTERNATIONAL BERHAD,Technology,2019-09-01,10,0.295,0.13,0.365,0.4281,-12.0,-2.4,-8.14,0.5,1.69,-5.61,-5.91,0.0,0.0,3.01,-21.0,41.5,10.25,7.56,0.0,0.0,0.0,0.0,2.8,-8.69,-2.23,2.8,5.51,3.8,6.42,5.51,85.91,0,0,1,1+2+3+4+7+9,1+2+4+7,1+2+3+4+6+7+8+9+10,,2033,1037,0.08,-0.02,184,77
5036,EDARAN BERHAD,Technology,2019-06-01,8,0.34,0.115,0.605,0.4352,-3.0,-10.48,-30.82,0.0,0.0,-24.08,-17.37,0.2,0.22,-6.15,-32.0,2.92,-14.54,-7.48,0.0,0.0,0.0,0.0,-10.36,-0.32,-6.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+6+7,1+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+4+6+7,50,54,-0.12,-0.09,1,-31
5028,HEITECH PADU BERHAD,Technology,2018-12-01,10,1.05,0.45,1.44,1.03,15.0,7.02,6.69,0.0,0.0,6.82,-21.05,0.17,0.04,-1.16,-6.5,56.5,25.0,10.18,0.0,0.0,0.0,0.0,-9.54,-14.96,-11.7,-9.54,4.35,3.92,3.06,4.35,70.55,0,0,0,1+3+4+8+10,1+2+5+6,1+2+4+5+6+8+9+10,6+8+9,422,379,0.1,-0.27,12,60
5011,MESINIAGA BERHAD,Technology,2019-12-01,10,0.86,0.55,1.5,1.8891,-65.0,-1.32,-1.53,0.0,0.0,-0.7,-0.77,0.03,0.03,-0.96,-123.0,21.0,-51.0,-9.65,0.0,0.0,0.0,0.0,-2.35,2.99,-3.24,-2.35,5.47,3.1,1.86,5.47,59.23,0,0,0,2+3+5+6+7+9,1+2+5+6+7,1+2+4+5+6+7+8,4+6+8+9,322,314,0.19,-0.01,10,131
5005,UNISEM (M) BERHAD,Technology,2019-12-01,10,2.0,1.53,2.93,1.8880000000000001,-80.0,-2.51,-1.25,6.0,3.0,-1.33,-0.69,0.12,0.08,4.96,-216.0,36.33,-89.84,-11.34,0.0,0.0,0.0,0.0,2.64,3.18,5.62,2.64,3.05,2.63,3.35,3.05,35.43,0,0,1,1+2+7+8+9,1+7+8,1+2+3+6+7+8+9,,1395,1251,0.27,-0.01,267,161
4456,DAGANG NEXCHANGE BERHAD,Technology,2019-12-01,10,0.185,0.07,0.31,0.27,11.0,1.71,9.24,0.5,2.7,6.33,6.5,0.05,0.05,28.18,-30.0,45.0,7.5,7.31,2.3,-47.11,2.3,-5.28,11.08,7.48,13.13,11.08,5.15,1.94,1.95,5.15,31.6,0,0,0,1+7+9+10,7+8,1+2+3+5+6+7+8+10,1+2+3+4+5+6+7+8+9+10,88,290,0.01,0.02,0,0
4359,TURIYA BERHAD,Technology,2019-03-01,9,0.075,0.06,0.165,0.54,-24.0,-0.31,-4.13,0.0,0.0,-0.57,-1.3,0.28,0.32,-12.63,-20.0,23.0,1.5,-2.95,0.0,0.0,0.0,0.0,-13.71,-5.69,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+5+6+8+9,1+2+3+6+7+8,1+2+3+5+6+7+8+9,2+6+7+8+9,40,20,0.0,-0.01,-3,2
3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD,Technology,2019-06-01,10,10.9,7.39,12.96,6.97,18.0,61.33,5.63,27.0,2.48,8.8,10.45,0.02,0.0,6.24,-29.9,42.83,6.46,12.28,23.12,-6.62,23.12,0.0,6.04,7.22,8.26,6.04,3.25,2.59,2.77,3.25,42.44,0,0,1,1+2+8,8,1+2+7+8+9+10,,1386,1488,0.54,0.68,353,404
0166,INARI AMERTRON BERHAD,Technology,2019-06-01,10,1.39,0.9,2.09,0.359,28.0,4.99,3.59,5.2,3.74,13.9,17.58,0.02,0.01,14.47,0.0,75.75,37.88,31.67,5.78,5.78,7.82,17.72,3.13,3.54,2.83,0.0,1.75,2.77,1.92,0.0,35.76,1,0,0,1+8+10,+,1+4+8+10,+,123,1153,0.01,0.06,0,270
0143,KEY ASIC BERHAD,Technology,2019-05-01,10,0.125,0.02,0.135,0.0286,-18.0,-0.69,-5.52,0.0,0.0,-24.13,-7.26,0.0,0.0,-75.38,-14.0,13.0,-0.5,-1.36,0.0,0.0,0.0,0.0,-15.7,-5.56,-10.48,-15.7,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+8+9+10,1+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,95,24,0.02,0.0,0,-1
0138,MY E.G. SERVICES BERHAD,Technology,2017-06-01,10,1.3,0.765,1.7,0.1981,19.0,6.82,5.25,1.9,1.46,34.43,42.26,0.18,0.21,41.91,18.33,304.0,161.16,166.65,37.1,58.12,48.84,37.1,1.28,3.56,2.33,1.28,0.25,0.84,0.5,0.25,0.0,1,0,1,7+9+10,+,9+10,+,49,371,0.0,0.06,13,85
0128,FRONTKEN CORPORATION BERHAD,Technology,2018-12-01,10,2.26,0.985,2.68,0.37,34.0,6.72,2.97,2.5,1.11,18.16,17.23,0.03,0.03,5.76,9.5,45.8,27.65,21.8,8.06,133.89,0.0,8.06,3.55,3.6,4.26,3.55,0.19,0.62,0.37,0.19,3.7,0,0,1,3+4+7+10,6,4+5+6+8+9+10,,137,327,0.01,0.05,23,63
0118,TRIVE PROPERTY GROUP BERHAD,Technology,2019-07-01,9,0.005,0.005,0.02,0.03,-3.0,-0.2,-40.0,0.0,0.0,-6.67,-8.0,0.0,0.0,-3.6,-0.64,9.0,4.18,4.47,0.0,0.0,0.0,0.0,-7.35,-51.85,-28.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+5+6+7+8+9,1+3,1+2+3+4+6+7+8+9,1+3+4+7+8+9,32,4,0.0,0.0,0,-15
0113,MMS VENTURES BERHAD,Technology,2018-12-01,8,0.635,0.325,0.935,0.31,17.0,3.72,5.86,2.0,3.15,12.0,15.5,0.0,0.0,5.08,-10.25,34.8,12.27,14.41,3.98,3.98,12.65,0.0,4.11,7.65,7.77,0.0,1.53,2.28,2.45,0.0,17.36,0,0,0,1+4+7+8,7+8,1+4+6+7+8,8,19,48,0.0,0.04,0,7
0097,VITROX CORPORATION BERHAD,Technology,2019-12-01,10,8.14,6.09,9.57,1.0242,48.0,16.91,2.08,5.75,0.71,16.51,17.78,0.09,0.09,26.99,16.2,46.59,31.4,26.95,6.92,6.92,9.85,44.57,4.19,2.85,2.99,4.19,0.64,0.73,0.55,0.64,16.15,1,0,1,1+5+9,+,1+5+8,+,88,340,0.05,0.17,21,86
0090,ELSOFT RESEARCH BERHAD,Technology,2018-12-01,10,0.68,0.385,1.08,0.17,26.0,2.65,3.9,3.0,4.41,15.59,36.09,0.0,0.0,42.29,13.83,71.0,42.42,46.01,14.12,14.12,29.04,19.28,2.5,4.25,3.43,2.5,1.32,3.29,2.5,1.32,44.45,1,0,1,10,+,2+10,+,6,78,0.0,0.06,2,48
0083,NOTION VTEC BERHAD,Technology,2019-09-01,10,0.81,0.273,0.92,1.2655,17.0,4.74,5.85,1.0,1.23,3.75,1.83,0.11,0.13,7.11,-12.83,53.5,20.34,15.44,2.33,2.33,0.0,-16.7,3.83,6.21,2.72,3.83,1.28,1.28,0.77,1.28,13.28,0,0,0,1+2+4+6+7,5+6,1+4+5+6+7+10,1,225,238,0.09,0.01,47,-17
0065,EXCEL FORCE MSC BERHAD,Technology,2018-12-01,10,0.515,0.23,0.745,0.16,49.0,1.06,2.06,1.0,1.94,6.63,14.2,0.0,0.0,34.2,13.67,160.0,86.84,51.22,0.0,-16.3,-8.79,-6.65,2.87,1.57,1.75,2.87,2.18,1.57,1.35,2.18,73.12,1,0,1,3+10,+,1+2+3+4+7+9+10,+,12,23,0.03,0.01,2,13
0056,GRAND-FLO BERHAD,Technology,2018-12-01,10,0.245,0.165,0.3,0.2,43.0,0.57,2.33,0.5,2.04,2.85,4.72,0.01,0.01,8.39,-12.0,26.0,7.0,9.94,0.0,-23.76,-16.31,0.0,8.14,3.51,6.95,8.14,2.54,2.67,3.47,2.54,19.05,0,0,0,1+2+3+5+10,3,1+2+3+5+7+10,3+4+5,47,82,0.01,0.01,3,23
0051,CUSCAPI BERHAD,Technology,2018-12-01,9,0.12,0.045,0.235,0.1,-12.0,-1.04,-8.67,0.0,0.0,-10.4,-37.32,0.04,0.0,-27.36,-41.0,11.33,-14.84,-4.66,0.0,0.0,0.0,0.0,-14.48,-36.04,-32.86,0.0,1.85,0.0,0.0,0.0,73.91,0,0,0,1+2+3+4+6,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+2+3+5+6,49,29,0.04,-0.03,11,-23
0041,MSCM HOLDINGS BERHAD,Technology,2019-03-01,10,0.11,0.04,0.25,0.2202,-5.0,-2.29,-20.82,0.0,0.0,-10.4,-54.66,0.0,0.0,-3.36,-9.17,14.75,2.79,4.2,0.0,0.0,0.0,0.0,4.15,-7.86,-6.03,4.15,1.66,0.0,1.36,1.66,0.0,0,0,0,1+2+5+6+9+10,1+2+4,1+2+3+4+5+6+8+9+10,2+6+10,23,10,0.04,-0.05,0,1
0029,DIGISTAR CORPORATION BERHAD,Technology,2019-09-01,10,0.055,0.015,0.07,0.09,-16.0,-0.33,-6.0,0.0,0.0,-3.67,-4.59,4.22,4.25,-3.7,-15.0,19.0,2.0,0.75,0.0,0.0,0.0,0.0,-1.77,-12.5,-7.75,-1.77,0.0,0.0,0.0,0.0,4.23,0,0,0,1+2+3+7+8,1+2+3+5+6+7,1+2+3+4+5+6+7+8,4+5+6+7+8,73,57,0.02,0.0,14,28
0021,GHL SYSTEMS BERHAD,Technology,2018-12-01,10,2.05,1.04,2.1,0.6039,53.0,3.83,1.87,0.0,0.0,6.34,7.21,0.04,0.04,-2.7,-14.0,96.5,41.25,34.03,11.65,29.71,11.65,0.0,-5.73,2.03,1.87,-5.73,0.0,0.0,0.0,0.0,0.0,0,0,0,7+8+10,8+9+10,5+7+8+9+10,5+6,57,299,-0.03,0.03,10,2
0008,WILLOWGLEN MSC BERHAD,Technology,2018-12-01,10,0.5,0.3,0.645,0.34,17.0,3.0,6.0,1.5,3.0,8.82,7.34,0.02,0.0,15.62,12.62,28.25,20.43,19.03,3.44,-15.02,-10.52,3.44,5.6,5.1,5.25,5.6,1.91,1.59,1.5,1.91,30.9,1,0,1,1+8+9+10,+,1+5+8+9+10,+,62,135,0.03,0.02,9,44
5235SS,KLCC REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,7.79,7.38,8.48,7.3,18.0,44.51,5.71,38.0,4.88,6.1,15.58,0.45,0.45,74.42,0.0,19.15,9.57,10.68,0.0,-3.76,-3.39,0.0,6.87,5.49,6.26,0.0,4.52,4.52,4.46,0.0,50.97,1,0,0,5+9,+,2+3+4+6+7+9,+,926,1423,0.55,0.44,621,1041
5227,IGB REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,8,1.67,1.43,2.1,1.0667,20.0,8.48,5.08,9.16,5.49,7.95,8.37,0.32,0.32,70.72,13.22,33.25,23.24,19.81,3.83,3.83,-0.7,0.0,5.39,5.17,5.14,0.0,2.26,4.64,2.78,0.0,38.71,1,0,1,8,+,1+2+5+8,+,115,552,0.04,0.09,151,392
5212,PAVILION REAL ESTATE INV TRUST,Real Estate Investment Trusts,2019-12-01,9,1.63,1.35,1.92,1.2677,19.0,8.63,5.29,8.5,5.21,6.81,6.6,0.54,0.54,81.64,6.62,20.12,13.37,14.86,0.0,-5.78,-12.6,0.0,6.96,5.41,5.46,0.0,1.54,4.38,2.63,0.0,26.48,1,0,1,9,+,1+3+5+7+8+9,+,23,585,0.0,0.09,37,349
5180,CAPITALAND MALAYSIA MALL TRUST,Real Estate Investment Trusts,2019-12-01,10,0.815,0.735,1.13,1.2378,23.0,3.53,4.33,6.25,7.67,2.85,2.76,0.48,0.48,59.95,10.77,25.0,17.88,15.08,0.0,-24.56,-23.23,-9.8,7.26,5.1,5.85,7.26,5.35,6.43,6.21,5.35,82.74,1,0,0,1+2+3+9+10,+,1+2+3+4+5+7+9+10,+,191,342,0.1,0.04,0,191
5176,SUNWAY REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-06-01,10,1.58,1.5,1.98,1.4904,12.0,13.68,8.66,9.59,6.07,9.18,8.45,0.0,0.0,95.43,0.0,15.09,7.54,9.74,5.67,5.67,-1.59,-5.0,10.22,7.76,8.32,0.0,2.15,4.42,3.02,0.0,21.73,1,0,0,8+9+10,+,1+4+6+7+8+9+10,+,331,580,0.13,0.13,0,0
5130,ATRIUM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.01,0.805,1.2409999999999999,1.2786,59.0,1.71,1.69,5.18,5.13,1.34,1.57,0.54,0.54,92.68,6.5,52.0,29.25,14.84,0.0,-15.74,-28.32,-10.58,10.17,8.15,7.8,10.17,6.79,6.43,6.41,6.79,71.82,1,0,1,5+6+9,+,1+2+4+6,+,14,23,0.1,0.02,12,11
5127,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,0.68,0.5,0.86,1.3378,11.0,6.19,9.1,6.2,9.12,4.63,4.57,0.62,0.62,88.48,4.37,25.0,14.68,10.65,0.0,-4.34,-19.84,-1.44,11.72,13.16,11.73,11.72,5.28,7.34,7.1,5.28,72.17,1,0,1,1+4+6,+,1+4+5+7+8,+,60,97,0.08,0.06,58,68
5123,QUILL CAPITA TRUST,Real Estate Investment Trusts,2019-12-01,10,0.745,0.5,1.1,1.2011,27.0,2.72,3.65,6.8,9.13,2.26,2.16,0.38,0.38,50.02,7.93,33.33,20.63,14.63,0.0,-33.69,-23.42,-10.23,7.81,5.07,6.39,7.81,3.42,5.92,3.92,3.42,45.19,1,0,1,1+2+7+8,+,1+3+4+5+7+8+9,+,69,161,0.14,0.03,49,110
5121,HEKTAR REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,0.695,0.55,1.14,1.3192,28.0,2.48,3.57,7.77,11.18,1.88,1.84,0.9,0.9,37.86,5.08,152.0,78.54,29.58,0.0,-38.25,-27.41,-13.84,7.98,4.83,4.44,7.98,7.22,8.0,7.4,7.22,78.0,1,0,1,4,+,1+2+3+5+6+7+8,+,91,137,0.12,0.02,39,67
5120,AMFIRST REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-03-01,10,0.45,0.32,0.515,1.219,15.0,3.04,6.76,4.0,8.89,2.49,2.63,0.83,0.82,41.6,7.5,30.0,18.75,15.32,0.0,-31.15,-18.77,-21.74,7.78,4.21,6.48,7.78,3.93,5.54,3.97,3.93,60.72,1,0,1,4+5+9+10,+,2+3+5+7+9+10,+,98,117,0.11,0.03,49,66
5116,AL-AQAR HEALTHCARE REIT,Real Estate Investment Trusts,2019-12-01,10,1.37,1.19,1.65,1.3024,13.0,10.35,7.55,7.75,5.66,7.95,7.99,0.68,0.68,72.44,7.67,17.44,12.56,12.85,0.23,5.92,0.23,-0.7,8.14,8.63,7.75,8.14,5.45,6.17,5.21,5.45,69.11,1,0,1,3+4,+,1+4+5+6+8+10,+,73,106,0.08,0.1,55,84
5111,TOWER REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2017-12-01,10,0.715,0.49,0.925,1.8958,20.0,3.49,4.88,5.93,8.29,1.84,3.63,0.0,0.0,82.59,5.08,13.64,9.36,10.26,22.64,-25.93,22.64,-15.74,11.18,7.83,9.56,11.18,4.96,2.98,3.28,4.96,0.0,1,0,1,1+2+3+4+5+8+9+10,+,1+2+3+6+8+9+10,+,46,33,0.24,0.07,36,17
5110,UOA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.22,1.05,1.4,1.6708,26.0,4.69,3.84,9.11,7.47,2.81,2.77,0.0,0.0,64.45,6.15,24.6,15.38,13.07,0.0,-26.35,-16.58,-14.06,8.84,6.77,8.68,8.84,5.01,5.3,3.3,5.01,58.88,1,0,0,2+3+4+10,+,1+3+4+7+9+10,+,42,79,0.12,0.05,0,55
5109,YTL HOSPITALITY REIT,Real Estate Investment Trusts,2019-06-01,10,0.96,0.7,1.39,1.5837,14.0,6.82,7.1,7.87,8.2,4.31,3.84,0.38,0.37,50.5,-118.0,22.33,-47.84,-7.32,0.0,0.0,-16.06,-14.72,6.41,5.2,4.43,0.0,5.7,5.12,5.32,0.0,102.34,0,0,1,1+5+9+10,3+4,1+2+3+4+5+7+10,,110,491,0.03,0.06,88,222
5106,AXIS REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.95,1.66,2.06,1.4484,13.0,14.51,7.44,9.26,4.75,10.02,11.18,0.24,0.24,79.04,10.41,30.17,20.29,19.16,3.83,14.41,7.04,3.83,5.9,8.42,7.52,5.9,4.11,5.57,5.19,4.11,69.57,1,0,1,6,+,3+5+6+9,+,89,222,0.15,0.17,72,141
4952,AMANAH HARTA TANAH PNB,Real Estate Investment Trusts,2019-12-01,10,0.71,0.58,0.83,1.2674,12.0,5.79,8.15,5.75,8.1,4.57,4.53,0.45,0.44,60.12,8.33,97.5,52.92,22.05,8.35,91.29,8.35,-2.39,7.57,8.37,7.63,7.57,6.21,5.15,5.93,6.21,105.24,1,0,0,1+2+5+6+8,+,2+4+6+7+9,+,10,39,0.1,0.06,8,16
9962,GROMUTUAL BERHAD,Property,2018-12-01,10,0.225,0.17,0.35,0.95,7.0,3.05,13.56,0.5,2.22,3.21,1.72,0.04,0.05,21.3,4.33,13.5,8.91,7.34,0.0,-28.06,-25.95,-2.72,14.97,13.82,13.83,14.97,4.14,4.59,4.78,4.14,26.77,1,0,0,1+2+4+5+9+10,+,1+2+4+5+10,+,83,51,0.03,0.02,13,0
9814,BERTAM ALLIANCE BERHAD,Property,2018-12-01,9,0.11,0.11,0.285,0.82,-1.0,-7.9,-71.82,0.0,0.0,-9.63,-10.39,0.03,0.11,-8.16,-3.73,33.0,14.64,8.48,0.0,0.0,0.0,0.0,10.37,16.18,11.68,0.0,1.41,0.0,0.39,0.0,28.73,0,0,0,1+3+6+7,1+3,1+2+3+4+5+6+7+8,1+3+4+5+6+9,60,1,0.07,-0.1,-9,-22
9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,Property,2018-12-01,9,1.14,0.9,1.9,1.1922,9.0,12.51,10.97,2.0,1.75,10.49,35.48,0.03,0.0,-8.08,-27.0,59.0,16.0,4.36,0.0,0.0,0.0,0.0,3.54,13.18,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+6+8,4+5+6+9,3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,23,678,0.0,0.22,0,0
9539,MULTI-USAGE HOLDINGS BERHAD,Property,2019-06-01,10,0.31,0.24,0.54,1.16,-27.0,-1.15,-3.71,0.0,0.0,-0.99,-0.78,0.0,0.0,2.95,-53.0,85.0,16.0,13.19,0.0,0.0,0.0,0.0,6.96,-12.31,3.5,6.96,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+9+10,1+2+3,1+2+3+4+5+6+7+9+10,1+2+3+10,15,12,0.02,-0.01,0,0
8923,JIANKUN INTERNATIONAL BERHAD,Property,2018-12-01,10,0.335,0.29,0.4,0.33,13.0,2.59,7.73,0.0,0.0,7.85,1.65,0.43,0.07,-6.72,-31.0,4.8,-13.1,-12.03,0.0,0.0,-43.24,-4.49,-6.68,-4.08,-4.15,-6.68,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+7+8+9+10,2+3+4+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,3+4+5+6+7+8+9,109,32,-0.03,0.0,3,1
8893,MK LAND HOLDINGS BERHAD,Property,2019-06-01,10,0.13,0.05,0.19,1.0,31.0,0.41,3.15,1.0,7.69,0.41,0.53,0.01,0.01,7.9,7.83,37.0,22.42,18.45,0.0,-29.05,-38.1,-10.38,6.92,5.97,6.31,6.92,2.39,0.0,3.36,2.39,23.85,1,0,0,1+2+3+4+5,+,1+4+5+10,+,309,172,0.01,0.01,34,4
